16.3758926,-3.54618,OPH,O
16.3751583,-2.5462408,OPH,I
16.374424,-1.5463012,OPH,I
16.3736916,-0.5463617,OPH,I
16.3735085,-0.2963768,OPH,O
16.372776,0.7035627,OPH,I
16.3720417,1.7035023,OPH,I
16.3713074,2.7034419,OPH,I
16.370573,3.7033811,OPH,O
16.4372063,3.7144136,OPH,I
16.5038509,3.7255349,OPH,I
16.5704956,3.7367396,OPH,I
16.6371307,3.7480233,OPH,I
16.7037773,3.7593851,OPH,I
16.7704239,3.7708201,OPH,I
16.8370609,3.7823234,OPH,I
16.8537273,3.7852108,OPH,O
16.852953,4.7851434,OPH,I
16.8521748,5.7850766,OPH,I
16.8513947,6.7850089,OPH,I
16.8506126,7.7849407,OPH,I
16.8498249,8.784873,OPH,I
16.8490353,9.7848034,OPH,I
16.848238,10.7847347,OPH,I
16.8474369,11.7846661,OPH,I
16.8467655,12.617938,OPH,O
16.9133759,12.6295185,OPH,I
16.9799767,12.64116,OPH,I
17.0465927,12.6528616,OPH,I
17.1132126,12.6646185,OPH,I
17.1798267,12.676425,OPH,I
17.2464504,12.688282,OPH,I
17.3130798,12.7001829,OPH,I
17.3463898,12.7061481,OPH,O
17.3455486,13.7060728,OPH,I
17.3451252,14.2060347,OPH,O
17.4117546,14.2179947,OPH,I
17.4783783,14.2299891,OPH,I
17.5450134,14.2420158,OPH,I
17.6116543,14.2540722,OPH,I
17.6782856,14.2661495,OPH,I
17.7449322,14.2782507,OPH,I
17.8115826,14.290369,OPH,I
17.8782272,14.3024979,OPH,I
17.9448853,14.3146391,OPH,I
18.0115452,14.326786,OPH,I
18.0782013,14.3389339,OPH,I
18.1448689,14.3510818,OPH,I
18.2115402,14.363225,OPH,I
18.2782059,14.3753576,OPH,I
18.3448849,14.3874788,OPH,O
18.3457413,13.387557,OPH,I
18.34659,12.3876343,OPH,I
18.3468723,12.0543308,OPH,O
18.4135532,12.0664358,OPH,I
18.4802265,12.0785189,OPH,I
18.5469112,12.09058,OPH,I
18.6136017,12.1026144,OPH,I
18.6802826,12.1146154,OPH,I
18.7469769,12.1265841,OPH,I
18.759203,12.1287737,OPH,O
18.7600327,11.1288481,OPH,I
18.7608566,10.1289215,OPH,I
18.7616749,9.1289949,OPH,I
18.7624893,8.1290674,OPH,I
18.7632999,7.1291399,OPH,I
18.7639046,6.3791943,OPH,O
18.6972237,6.3672352,OPH,I
18.6305447,6.3552408,OPH,I
18.5638752,6.3432159,OPH,I
