3.6890388,-1.3461887,TAU,O
3.6223946,-1.3363565,TAU,I
3.5557411,-1.3266491,TAU,I
3.4890876,-1.3170706,TAU,I
3.4224439,-1.3076253,TAU,I
3.3891122,-1.3029516,TAU,O
3.3897333,-0.302995,TAU,I
3.3901989,0.4469725,TAU,O
3.39082,1.4469291,TAU,I
3.3914418,2.4468856,TAU,I
3.3920643,3.4468424,TAU,I
3.3926883,4.4467988,TAU,I
3.3933136,5.4467549,TAU,I
3.3939414,6.4467111,TAU,I
3.3945715,7.4466672,TAU,I
3.3952045,8.4466228,TAU,I
3.3958409,9.446579,TAU,I
3.3964274,10.3632069,TAU,O
3.3970711,11.363162,TAU,I
3.3977194,12.3631172,TAU,I
3.3983729,13.3630714,TAU,I
3.3990316,14.3630257,TAU,I
3.3996961,15.3629799,TAU,I
3.4003673,16.3629322,TAU,I
3.4010453,17.3628845,TAU,I
3.4017305,18.3628368,TAU,I
3.4024241,19.3627892,TAU,I
3.4024823,19.4461136,TAU,O
3.4693282,19.4367085,TAU,I
3.4860415,19.4343338,TAU,O
3.4867568,20.4342842,TAU,I
3.4874814,21.4342327,TAU,I
3.4882159,22.4341793,TAU,I
3.4889612,23.4341259,TAU,I
3.489718,24.4340744,TAU,I
3.4904866,25.4340191,TAU,I
3.4912684,26.4339619,TAU,I
3.4920638,27.4339066,TAU,I
3.4928734,28.4338493,TAU,I
3.4936988,29.4337902,TAU,I
3.4945405,30.4337311,TAU,I
3.4951112,31.1003609,TAU,O
3.5620663,31.0907726,TAU,I
3.6290243,31.0810528,TAU,I
3.6959753,31.071207,TAU,I
3.7629094,31.0612392,TAU,I
3.8298461,31.0511494,TAU,I
3.8967757,31.0409431,TAU,I
3.9636879,31.0306225,TAU,I
4.0306029,31.0201912,TAU,I
4.0975103,31.0096531,TAU,I
4.1644001,30.999012,TAU,I
4.2312922,30.9882679,TAU,I
4.2981768,30.9774265,TAU,I
4.3650436,30.9664917,TAU,I
4.4319124,30.9554653,TAU,I
4.4987741,30.9443512,TAU,I
4.5656176,30.9331532,TAU,I
4.6324625,30.921875,TAU,O
4.6317859,30.2552605,TAU,O
4.6986184,30.2439041,TAU,I
4.7654338,30.2324772,TAU,I
4.8322511,30.2209778,TAU,I
4.8823562,30.2123089,TAU,O
4.8813348,29.2123966,TAU,I
4.8808317,28.7124405,TAU,O
4.9476271,28.7008266,TAU,I
5.0144048,28.6891556,TAU,I
5.0811853,28.6774235,TAU,I
5.1479583,28.6656399,TAU,I
5.2147136,28.6538067,TAU,I
5.2814713,28.6419277,TAU,I
5.3482213,28.6300049,TAU,I
5.4149532,28.6180439,TAU,I
5.4816885,28.6060467,TAU,I
5.5484157,28.594017,TAU,I
5.6151252,28.5819626,TAU,I
5.6818366,28.5698814,TAU,I
5.7485409,28.5577793,TAU,I
5.815227,28.5456619,TAU,I
5.881916,28.5335293,TAU,I
5.948597,28.521389,TAU,I
6.0152602,28.509243,TAU,O
6.0147381,28.0092907,TAU,O
6.0137086,27.0093842,TAU,I
6.0126972,26.0094757,TAU,I
6.011703,25.0095673,TAU,I
6.010725,24.0096569,TAU,I
6.0097618,23.0097427,TAU,I
6.0096025,22.8430862,TAU,O
5.9429407,22.8552322,TAU,I
5.8762631,22.8673725,TAU,I
5.8262529,22.8764725,TAU,O
5.8253078,21.8765583,TAU,I
5.8243756,20.8766441,TAU,I
5.8234558,19.8767281,TAU,I
5.8225474,18.8768101,TAU,I
5.8217988,18.0435486,TAU,O
5.8884778,18.0314159,TAU,I
5.8884778,18.0314159,TAU,O
5.887588,17.0314941,TAU,I
5.8867073,16.0315762,TAU,I
5.8858361,15.0316553,TAU,I
5.8849726,14.0317335,TAU,I
5.8841166,13.0318117,TAU,I
5.8836913,12.5318508,TAU,O
5.8170166,12.5439825,TAU,I
5.750339,12.5561018,TAU,I
5.7170038,12.5621548,TAU,O
