16.0381184,-20.3516178,SCO,O
16.0373287,-19.3516808,SCO,I
16.0365486,-18.3517437,SCO,I
16.035778,-17.3518028,SCO,I
16.0350151,-16.351862,SCO,I
16.0342617,-15.351923,SCO,I
16.033514,-14.3519812,SCO,I
16.032774,-13.3520384,SCO,I
16.0320377,-12.3520975,SCO,I
16.0313091,-11.3521538,SCO,I
16.0305862,-10.352211,SCO,I
16.0298672,-9.3522673,SCO,I
16.0291519,-8.3523235,SCO,O
16.0958652,-8.3417892,SCO,I
16.1625862,-8.3311491,SCO,I
16.2293072,-8.3204079,SCO,I
16.2960167,-8.3095703,SCO,I
16.3627338,-8.2986374,SCO,I
16.3794136,-8.2958899,SCO,O
16.3801651,-9.2958279,SCO,I
16.3809185,-10.2957659,SCO,I
16.3816776,-11.2957029,SCO,I
16.3824425,-12.29564,SCO,I
16.383213,-13.2955761,SCO,I
16.3839912,-14.2955122,SCO,I
16.3847752,-15.2954483,SCO,I
16.3855667,-16.2953835,SCO,I
16.3863659,-17.2953167,SCO,I
16.3871746,-18.2952499,SCO,I
16.3873787,-18.5452347,SCO,O
16.4541473,-18.5341797,SCO,I
16.495882,-18.5272255,SCO,O
16.4967117,-19.5271549,SCO,O
16.4299316,-19.5382671,SCO,I
16.3881989,-19.545166,SCO,O
16.3890285,-20.5450974,SCO,I
16.3898697,-21.5450268,SCO,I
16.3907223,-22.5449581,SCO,I
16.3915882,-23.5448856,SCO,I
16.3924675,-24.5448132,SCO,I
16.3927631,-24.8781185,SCO,O
16.4595737,-24.8670559,SCO,I
16.5263882,-24.8559074,SCO,I
16.5931969,-24.8446751,SCO,I
16.6599884,-24.8333645,SCO,I
16.7267857,-24.8219776,SCO,I
16.7935734,-24.8105164,SCO,I
16.8603458,-24.7989902,SCO,I
16.8770447,-24.7960968,SCO,O
16.8779869,-25.7960167,SCO,I
16.8789463,-26.7959328,SCO,I
16.8799229,-27.7958488,SCO,I
16.8809166,-28.795763,SCO,I
16.8819294,-29.7956734,SCO,I
16.8823566,-30.2123089,SCO,O
16.9491596,-30.2006931,SCO,I
17.0159454,-30.1890202,SCO,I
17.0827332,-30.1772881,SCO,I
17.1495113,-30.1655025,SCO,I
17.2162743,-30.1536694,SCO,I
17.2830372,-30.1417885,SCO,I
17.3497925,-30.1298637,SCO,I
17.4165287,-30.1179028,SCO,I
17.4832668,-30.1059036,SCO,I
17.5499992,-30.093874,SCO,I
17.6167126,-30.0818195,SCO,I
17.6834259,-30.0697365,SCO,I
17.7334557,-30.0606632,SCO,O
17.8001556,-30.0485477,SCO,I
17.8668365,-30.0364189,SCO,I
17.9335194,-30.0242805,SCO,I
17.9668541,-30.0182076,SCO,O
17.9679451,-31.0181065,SCO,I
17.9690609,-32.0180054,SCO,I
17.9701996,-33.0179024,SCO,I
17.9713631,-34.0177956,SCO,I
17.9725552,-35.0176888,SCO,I
17.9737778,-36.0175781,SCO,I
17.9750309,-37.0174599,SCO,O
17.9763184,-38.0173454,SCO,I
17.9776421,-39.0172272,SCO,I
17.979002,-40.0171013,SCO,I
17.980402,-41.0169716,SCO,I
17.9818459,-42.0168419,SCO,I
17.9833374,-43.0167046,SCO,I
17.9848766,-44.0165672,SCO,I
17.9864693,-45.0164223,SCO,I
17.9872856,-45.516346,SCO,O
17.9206085,-45.5284882,SCO,I
17.8539085,-45.5406265,SCO,I
17.7871933,-45.5527534,SCO,I
17.7204723,-45.5648651,SCO,I
17.6537285,-45.5769577,SCO,I
17.5869694,-45.5890274,SCO,I
17.5202084,-45.6010742,SCO,I
17.4534206,-45.6130867,SCO,I
17.3866196,-45.6250725,SCO,I
17.3198109,-45.6370163,SCO,I
17.2529812,-45.648922,SCO,I
17.1861362,-45.6607819,SCO,I
17.1192894,-45.6725922,SCO,I
17.0524158,-45.6843567,SCO,I
16.9855289,-45.6960602,SCO,I
16.9186382,-45.7077065,SCO,I
16.8517227,-45.7192955,SCO,I
16.7847939,-45.7308121,SCO,I
16.7178593,-45.7422638,SCO,I
16.6509037,-45.7536392,SCO,I
16.5839329,-45.7649422,SCO,I
16.5713749,-45.7670517,SCO,O
16.5698681,-44.7671814,SCO,I
16.5684128,-43.7672997,SCO,I
16.5670052,-42.7674179,SCO,I
16.5663185,-42.2674789,SCO,O
16.4993801,-42.2786751,SCO,I
16.4324169,-42.2897911,SCO,I
16.3654423,-42.3008194,SCO,I
16.2984657,-42.3117523,SCO,I
16.2314682,-42.3225937,SCO,I
16.1644592,-42.3333397,SCO,I
16.1435204,-42.3366776,SCO,O
16.1422462,-41.3367767,SCO,I
16.1410122,-40.3368721,SCO,I
16.1398125,-39.3369713,SCO,I
16.1386471,-38.3370628,SCO,I
16.1375141,-37.3371506,SCO,I
16.1364098,-36.3372421,SCO,I
16.135334,-35.337326,SCO,I
16.134285,-34.3374062,SCO,I
16.1332588,-33.3374901,SCO,I
16.1322575,-32.3375702,SCO,I
16.131279,-31.3376465,SCO,I
16.1303196,-30.3377247,SCO,I
16.1298466,-29.8377628,SCO,O
16.0629539,-29.8483524,SCO,I
15.9960632,-29.8588333,SCO,I
15.9291563,-29.8692093,SCO,I
15.8622427,-29.8794708,SCO,I
15.795332,-29.889616,SCO,O
15.7944498,-28.8896828,SCO,I
15.7935839,-27.8897457,SCO,I
15.7927341,-26.8898106,SCO,I
15.7918997,-25.8898754,SCO,I
15.7910786,-24.8899345,SCO,I
15.7902708,-23.8899975,SCO,I
15.7894764,-22.8900566,SCO,I
15.7886925,-21.8901157,SCO,I
15.78792,-20.890173,SCO,I
15.7875376,-20.3902016,SCO,O
15.8543577,-20.3800716,SCO,I
15.9211836,-20.3698215,SCO,I
15.9880056,-20.3594608,SCO,I
16.0381184,-20.3516178,SCO,O
1001,1001,1001,1001
