-0.0010000,10.695797,PSC,I
-0.0066261,10.6960516,PSC,I
-0.0734441,10.6960936,PSC,I
-0.1068494,10.6960354,PSC,I
-0.1068487,10.6960354,PSC,I
-0.1068487,10.6960354,PSC,O
-0.1068605,11.6960354,PSC,I
-0.1068723,12.6960363,PSC,I
-0.1068783,13.1960354,PSC,O
-0.1737332,13.1957588,PSC,I
-0.2405781,13.1952705,PSC,I
-0.2489412,13.1951942,PSC,O
-0.248985,14.1951942,PSC,I
-0.2490291,15.1951933,PSC,I
-0.2490737,16.1951923,PSC,I
-0.2491188,17.1951942,PSC,I
-0.2491643,18.1951923,PSC,I
-0.2492104,19.1951923,PSC,I
-0.249257,20.1951923,PSC,I
-0.2493043,21.1951923,PSC,I
-0.2493281,21.6951923,PSC,O
-0.3163048,21.6944637,PSC,I
-0.3832912,21.6935215,PSC,I
-0.450277,21.6923676,PSC,I
-0.5172521,21.6910019,PSC,I
-0.5842367,21.6894245,PSC,I
-0.6512204,21.6876354,PSC,I
-0.7181931,21.6856365,PSC,I
-0.7851749,21.6834278,PSC,I
-0.8521556,21.6810112,PSC,I
-0.919125,21.6783848,PSC,I
-0.9609877,21.6766376,PSC,O
-0.9612091,22.6766319,PSC,I
-0.9614336,23.6766262,PSC,I
-0.9616043,24.4266243,PSC,O
-0.8945809,24.4293823,PSC,I
-0.8275661,24.4319324,PSC,I
-0.8275661,24.4319324,PSC,O
-0.8277634,25.4319267,PSC,I
-0.8279639,26.4319229,PSC,I
-0.828168,27.431921,PSC,I
-0.8283757,28.4319172,PSC,I
-0.8285875,29.4319134,PSC,I
-0.8288034,30.4319077,PSC,I
-0.8290238,31.4319038,PSC,I
-0.829249,32.4319,PSC,I
-0.8294792,33.4318962,PSC,I
-0.8295376,33.6818962,PSC,O
-0.8967203,33.6793404,PSC,I
-0.9639109,33.6765747,PSC,I
-1.0310993,33.6736031,PSC,I
-1.0982752,33.6704254,PSC,I
-1.1654583,33.667038,PSC,I
-1.2326388,33.6634483,PSC,I
-1.2998062,33.6596565,PSC,I
-1.3669807,33.6556625,PSC,I
-1.4341518,33.6514664,PSC,I
-1.5013094,33.647068,PSC,I
-1.5264951,33.6453705,PSC,O
-1.5260637,32.6453819,PSC,I
-1.5256418,31.6453953,PSC,I
-1.5252289,30.6454124,PSC,I
-1.5248245,29.6454239,PSC,I
-1.524428,28.6454391,PSC,O
-1.5915015,28.6407757,PSC,I
-1.6585721,28.6359158,PSC,I
-1.7256292,28.6308632,PSC,I
-1.784314,28.6262817,PSC,O
-1.7838607,27.6263008,PSC,I
-1.7834157,26.626318,PSC,I
-1.7829783,25.6263351,PSC,O
-1.7825483,24.6263523,PSC,I
-1.782125,23.6263676,PSC,I
-1.7817082,22.6263847,PSC,I
-1.7812974,21.6264019,PSC,I
-1.7808923,20.6264172,PSC,I
-1.7804924,19.6264343,PSC,I
-1.7800975,18.6264496,PSC,I
-1.7797072,17.6264648,PSC,I
-1.7793212,16.6264801,PSC,I
-1.7789391,15.6264954,PSC,I
-1.7785609,14.6265106,PSC,I
-1.7781861,13.6265249,PSC,I
-1.7778144,12.6265402,PSC,I
-1.7774456,11.6265545,PSC,I
-1.7770793,10.6265688,PSC,I
-1.7770489,10.5432396,PSC,O
-1.843839,10.5378466,PSC,I
-1.910638,10.5322638,PSC,I
-1.9774355,10.5264931,PSC,I
-2.0442216,10.5205364,PSC,I
-2.1110165,10.5143948,PSC,O
-2.110589,9.5144157,PSC,I
-2.1101637,8.5144348,PSC,I
-2.1097407,7.5144548,PSC,I
-2.1093197,6.5144744,PSC,I
-2.1089005,5.5144939,PSC,I
-2.1084826,4.5145135,PSC,I
-2.1080658,3.514533,PSC,I
-2.1076844,2.5978806,PSC,O
-2.0409875,2.6040132,PSC,I
-1.9743004,2.6099606,PSC,I
-1.9076028,2.6157229,PSC,I
-1.8409047,2.6212978,PSC,I
-1.7742164,2.6266825,PSC,I
-1.7075177,2.6318769,PSC,I
-1.6408186,2.636879,PSC,I
-1.5741292,2.6416862,PSC,I
-1.5074296,2.6462984,PSC,I
-1.4407296,2.6507139,PSC,I
-1.3740393,2.6549304,PSC,I
-1.3073388,2.6589479,PSC,I
-1.240638,2.6627645,PSC,I
-1.1739469,2.6663787,PSC,I
-1.1072457,2.6697903,PSC,I
-1.040544,2.672998,PSC,I
-0.9738523,2.6759999,PSC,I
-0.9071504,2.6787963,PSC,I
-0.8404483,2.6813858,PSC,I
-0.773756,2.6837673,PSC,I
-0.7070535,2.6859407,PSC,I
-0.640351,2.6879051,PSC,I
-0.5736582,2.6896596,PSC,I
-0.5069554,2.6912043,PSC,I
-0.4402525,2.6925383,PSC,O
-0.4401705,1.692539,PSC,I
-0.4400886,0.6925398,PSC,O
-0.4400067,-0.3074595,PSC,I
-0.4399249,-1.3074588,PSC,I
-0.4398429,-2.3074582,PSC,I
-0.4397609,-3.3074572,PSC,I
-0.4396787,-4.3074565,PSC,I
-0.4395962,-5.307456,PSC,I
-0.4395135,-6.3074551,PSC,O
-0.3729476,-6.3063345,PSC,I
-0.3063717,-6.3054247,PSC,I
-0.239796,-6.3047261,PSC,I
-0.1732303,-6.3042393,PSC,I
-0.1066547,-6.3039641,PSC,I
-0.1066554,-6.3039641,PSC,I
-0.0400798,-6.3039007,PSC,I
-0.0001000,-6.3039007,PSC,I
1001,1001,1001,1001
2.0200000001580065e-05,-6.3039007,PSC,I
0.026487400000000605,-6.3040485,PSC,I
0.05978010000000111,-6.3042021,PSC,O
