20.6489239,-13.5631838,CAP,I
20.6482582,-12.5632305,CAP,I
20.6475983,-11.5632782,CAP,I
20.6469421,-10.563324,CAP,I
20.6462917,-9.5633707,CAP,I
20.6456432,-8.5634165,CAP,O
20.5790634,-8.5729389,CAP,I
20.5124722,-8.582592,CAP,I
20.4458809,-8.5923729,CAP,I
20.3792973,-8.6022758,CAP,I
20.3127022,-8.6123018,CAP,I
20.2461033,-8.6224461,CAP,I
20.1795139,-8.6327038,CAP,I
20.1129131,-8.643075,CAP,O
20.1136265,-9.6430187,CAP,I
20.1143456,-10.6429625,CAP,I
20.1150684,-11.6429062,CAP,I
20.1150913,-11.6762342,CAP,O
20.1158199,-12.676177,CAP,I
20.1165543,-13.6761198,CAP,I
20.1172943,-14.6760616,CAP,I
20.1180401,-15.6760025,CAP,I
20.1187954,-16.6759453,CAP,I
20.1195564,-17.6758842,CAP,I
20.1203289,-18.6758232,CAP,I
20.1211071,-19.6757641,CAP,I
20.1218967,-20.6757011,CAP,I
20.1226978,-21.6756382,CAP,I
20.1235085,-22.6755772,CAP,I
20.1243324,-23.6755104,CAP,I
20.1251678,-24.6754456,CAP,I
20.1260166,-25.6753788,CAP,I
20.1268806,-26.675312,CAP,I
20.1277313,-27.6419144,CAP,O
20.1941738,-27.6315689,CAP,I
20.260601,-27.621336,CAP,I
20.3270321,-27.6112175,CAP,I
20.3934555,-27.6012173,CAP,I
20.4598637,-27.5913391,CAP,O
20.5262756,-27.5815849,CAP,I
20.5926838,-27.5719585,CAP,I
20.6590748,-27.5624638,CAP,I
20.7254715,-27.5530987,CAP,I
20.7918606,-27.5438709,CAP,I
20.8582363,-27.5347843,CAP,I
20.9246159,-27.5258369,CAP,I
20.9909916,-27.5170345,CAP,I
21.0573483,-27.508379,CAP,I
21.1237125,-27.4998722,CAP,I
21.1900711,-27.4915161,CAP,I
21.2564163,-27.4833164,CAP,I
21.3227654,-27.4752731,CAP,I
21.3891106,-27.4673901,CAP,I
21.4554424,-27.4596672,CAP,O
21.4547977,-26.4597054,CAP,I
21.4541645,-25.4597416,CAP,I
21.4538517,-24.9597607,CAP,O
21.5202217,-24.952198,CAP,I
21.5865879,-24.9448013,CAP,I
21.6529388,-24.9375744,CAP,I
21.7192974,-24.9305191,CAP,I
21.7856522,-24.9236355,CAP,I
21.8519936,-24.9169273,CAP,I
21.9183426,-24.9103947,CAP,I
21.9846859,-24.9040413,CAP,O
21.9841805,-23.9040642,CAP,I
21.9836826,-22.904089,CAP,I
21.9831905,-21.9041119,CAP,I
21.982708,-20.9041328,CAP,I
21.9822292,-19.9041576,CAP,I
21.9817581,-18.9041786,CAP,I
21.9812927,-17.9041996,CAP,I
21.9808311,-16.9042225,CAP,I
21.9803753,-15.9042444,CAP,I
21.9799232,-14.9042645,CAP,I
21.9794769,-13.9042864,CAP,I
21.9790325,-12.9043083,CAP,I
21.9785938,-11.9043283,CAP,I
21.978157,-10.9043484,CAP,I
21.9777222,-9.9043694,CAP,I
21.9772911,-8.9043894,CAP,I
21.9770775,-8.4043999,CAP,O
21.9105148,-8.4107742,CAP,I
21.8439503,-8.4173279,CAP,I
21.7773933,-8.424057,CAP,I
21.7108269,-8.4309626,CAP,I
21.6442604,-8.4380417,CAP,I
21.5777035,-8.4452906,CAP,I
21.5111332,-8.4527092,CAP,I
21.444561,-8.4602947,CAP,O
21.4450874,-9.4602642,CAP,I
21.4456139,-10.4602337,CAP,I
21.446146,-11.4602032,CAP,I
21.4466801,-12.4601717,CAP,I
21.4472198,-13.4601412,CAP,I
21.4477634,-14.4601107,CAP,O
21.3812675,-14.4678507,CAP,I
21.3147621,-14.4757547,CAP,I
21.2482529,-14.4838171,CAP,I
21.1817513,-14.4920359,CAP,I
21.1152382,-14.5004101,CAP,I
21.0487232,-14.5089369,CAP,I
20.9822159,-14.5176105,CAP,I
20.9156933,-14.5264339,CAP,I
20.8491707,-14.5354004,CAP,I
20.7826538,-14.544507,CAP,I
20.7161255,-14.5537539,CAP,I
20.6495934,-14.5631361,CAP,I
20.6495934,-14.5631361,CAP,O
1001,1001,1001,1001
